,LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,ADDRESS,LONGITUDE,LATITUDE,PART_CATEGORY
108174,19294967,06/22/2020 02:30:00 AM,LARCENY THEFT,340,"900 N FAIRFAX AVE, WEST HOLLYWOOD, CA  90046",-118.361,34.087,1
108183,19290682,06/16/2020 05:37:00 PM,ROBBERY,36,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.385,34.084,1
108192,19429652,11/22/2020 03:45:00 AM,VANDALISM,263,"800 WESTBOURNE DR, WEST HOLLYWOOD, CA",-118.379,34.085,2
108244,19312070,07/11/2020 09:00:00 PM,LARCENY THEFT,387,"1200 HARPER BLVD, WEST HOLLYWOOD, CA  90046",-118.368,34.093,1
108246,19306507,07/05/2020 09:40:00 PM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.386,34.083,1
108612,19356450,09/03/2020 03:10:00 AM,NARCOTICS,185,"900 KINGS RD, WEST HOLLYWOOD, CA",-118.372,34.088,2
108659,19265787,05/17/2020 02:10:00 AM,LARCENY THEFT,340,"8900 DICKS ST, WEST HOLLYWOOD, CA  90069",-118.386,34.085,1
108855,19425933,11/20/2020 10:30:00 AM,LARCENY THEFT,389,"1100 OGDEN DR, WEST HOLLYWOOD, CA  90069",-118.359,34.092,1
109006,19234283,04/03/2020 09:00:00 PM,BURGLARY,72,"7700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.357,34.09,1
109090,19229866,03/28/2020 01:52:00 AM,NON-AGGRAVATED ASSAULTS,146,"1000 N HAYWORTH AVE, WEST HOLLYWOOD, CA  90046",-118.362,34.089,2
109097,19240866,04/14/2020 03:15:00 PM,ROBBERY,38,"8600 RUGBY DR, WEST HOLLYWOOD, CA  90069",-118.379,34.087,1
109200,19317646,07/18/2020 07:15:00 PM,VANDALISM,263,"1100 ALTA LOMA RD, WEST HOLLYWOOD, CA",-118.377,34.09,2
109366,19279213,06/02/2020 06:48:43 PM,MISDEMEANORS MISCELLANEOUS,399,"SANTA MONICA BLVD AND CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA",-118.365,34.09,2
109480,19261044,05/11/2020 12:15:00 AM,LARCENY THEFT,84,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.371,34.096,1
109488,19279459,06/02/2020 09:45:00 PM,BURGLARY,75,"500 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA  90048",-118.376,34.08,1
109606,19252927,04/30/2020 04:14:00 PM,MISDEMEANORS MISCELLANEOUS,391,"1200 LA BREA AVE, WEST HOLLYWOOD, CA  90069",-118.344,34.093,2
109630,19447258,12/05/2020 09:15:00 AM,VANDALISM,263,"7500 FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.353,34.094,2
109824,19391330,07/07/2020 01:00:00 AM,LARCENY THEFT,389,"LA CIENEGA BLVD AND SANTA MONICA, WEST HOLLYWOOD, CA  90069",-118.376,34.089,1
110025,19202755,02/11/2020 03:00:00 PM,LARCENY THEFT,387,"1100 HAVENHURST DR, WEST HOLLYWOOD, CA  90069",-118.367,34.091,1
110183,19293093,06/15/2020 04:46:00 PM,LARCENY THEFT,83,"8700 SUNSET BLVD, LOS ANGELES, CA  90069",-118.381,34.091,1
110305,19213037,03/06/2020 07:52:30 PM,BURGLARY,61,"900 N DOHENY DR, WEST HOLLYWOOD, CA",-118.389,34.088,1
110309,19181191,02/02/2020 10:15:00 PM,BURGLARY,68,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.344,34.09,1
110313,19292291,06/18/2020 01:00:00 AM,LARCENY THEFT,340,"7500 N NORTON AVE, WEST HOLLYWOOD, CA",-118.354,34.091,1
110319,19189857,02/11/2020 11:59:00 PM,LARCENY THEFT,340,"1300 HARPER AVE, WEST HOLLYWOOD, CA  90048",-118.368,34.097,1
110324,19237212,04/08/2020 06:54:00 PM,SEX OFFENSES MISDEMEANORS,139,"1200 N FULLER AVE, WEST HOLLYWOOD, CA  90046",-118.35,34.094,2
110333,19260235,05/10/2020 06:37:30 AM,BURGLARY,72,"1300 HARPER AVE, WEST HOLLYWOOD, CA  90069",-118.368,34.094,1
110352,19262646,05/13/2020 04:00:00 AM,BURGLARY,71,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.38,34.087,1
110383,19161526,01/10/2020 11:30:00 PM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
110465,19249566,04/24/2020 09:00:00 PM,LARCENY THEFT,384,"9000 HARRATT ST, WEST HOLLYWOOD, CA  90069",-118.388,34.089,1
110480,19294414,06/20/2020 06:00:00 AM,BURGLARY,77,"1200 LA BREA AVE, WEST HOLLYWOOD, CA  90038",-118.343,34.093,1
110693,19201200,02/23/2020 08:26:30 PM,DISORDERLY CONDUCT,217,"1400 N CRESENT HEIGHTS BLVD, WEST HOLLYWOOD, CA  90046",-118.365,34.096,2
110800,19410708,11/06/2020 01:00:00 PM,NON-AGGRAVATED ASSAULTS,144,"500 N ORLANDO AVE, WEST HOLLYWOOD, CA",-118.373,34.081,2
110864,19176157,01/29/2020 02:15:00 AM,NARCOTICS,185,"800 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.085,2
110874,19206710,02/29/2020 03:07:00 PM,NARCOTICS,183,"600 KINGS RD, WEST HOLLYWOOD, CA",-118.371,34.082,2
110875,19206312,02/29/2020 01:10:00 AM,NARCOTICS,183,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.084,2
110876,19205699,02/28/2020 11:57:00 AM,NARCOTICS,183,"1000 GENESEE AVE, WEST HOLLYWOOD, CA",-118.358,34.089,2
110877,19205522,02/28/2020 09:54:00 AM,NARCOTICS,183,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
111098,19186156,07/25/2017 02:30:00 PM,SEX OFFENSES FELONIES,129,"SANTA MONICA BLVD AND FAIRFAX AVE, WEST HOLLYWOOD, CA  90069",-118.361,34.09,2
111935,19253585,04/28/2020 09:00:00 AM,LARCENY THEFT,85,"900 SIERRA BONITA AVE, WEST HOLLYWOOD, CA  90046",-118.354,34.087,1
111944,19348880,08/25/2020 05:09:30 AM,BURGLARY,74,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.369,34.09,1
112176,19203274,02/26/2020 10:35:00 AM,NARCOTICS,185,"SANTA MONICA BLVD AND SWEETZER AVE, WEST HOLLYWOOD, CA",-118.37,34.09,2
112271,19330302,08/02/2020 03:30:00 AM,LARCENY THEFT,85,"1100 ALTA LOMA RD, WEST HOLLYWOOD, CA  90069",-118.377,34.09,1
112391,19354977,08/18/2020 10:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"1000 GARDNER ST, WEST HOLLYWOOD, CA  90069",-118.353,34.088,2
112510,19467304,12/07/2020 06:00:00 AM,LARCENY THEFT,389,"1200 HAVENHURST DR, WEST HOLLYWOOD, CA  90069",-118.367,34.094,1
112587,19176846,01/28/2020 05:05:00 PM,LARCENY THEFT,341,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
112595,19270121,05/22/2020 10:13:00 AM,BURGLARY,75,"7700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.357,34.09,1
112611,19239603,04/12/2020 09:02:00 PM,GRAND THEFT AUTO,91,"1200 LA BREA AVE, WEST HOLLYWOOD, CA",-118.343,34.093,1
112651,19348696,08/24/2020 09:11:00 PM,LARCENY THEFT,89,"1200 LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.093,1
113001,19217221,03/10/2020 02:57:30 PM,LARCENY THEFT,389,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.372,34.095,1
113003,19266217,05/18/2020 12:52:00 AM,FORGERY,107,"1200 ORANGE GROVE AVE, WEST HOLLYWOOD, CA",-118.359,34.094,2
113004,19208517,02/16/2020 02:15:00 PM,LARCENY THEFT,383,"8500 MELROSE AVE, WEST HOLLYWOOD, CA  90069",-118.377,34.081,1
113193,19386206,10/09/2020 04:22:00 PM,DISORDERLY CONDUCT,217,"1100 HAYWORTH AVE, WEST HOLLYWOOD, CA  90046",-118.363,34.091,2
113220,19168974,01/19/2020 12:30:00 AM,ROBBERY,31,"800 LARRABEE ST, WEST HOLLYWOOD, CA  90069",-118.383,34.086,1
113252,19305375,07/04/2020 02:48:00 AM,NARCOTICS,185,"HARPER AVE AND BEVERLY BLVD, LOS ANGELES, CA",-118.368,34.076,2
113254,19305370,07/04/2020 02:24:28 AM,NARCOTICS,185,"DE LONGPRE AVE AND LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.096,2
113256,19308572,07/08/2020 08:38:00 AM,NARCOTICS,185,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.084,2
113258,19309356,07/08/2020 11:00:00 PM,NARCOTICS,185,"1300 N CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA  90046",-118.365,34.094,2
113297,19299474,06/27/2020 02:41:00 AM,NARCOTICS,185,"LA CIENEGA BLVD AND OAKWOOD AVE, WEST HOLLYWOOD, CA",-118.376,34.078,2
113307,19336795,08/10/2020 01:00:00 PM,ROBBERY,41,"1000 N FAIRFAX AVE, WEST HOLLYWOOD, CA  90069",-118.361,34.09,1
113337,19435097,11/27/2020 11:40:00 PM,BURGLARY,71,"8700 BEVERLY BLVD, WEST HOLLYWOOD, CA  90048",-118.381,34.076,1
113421,19298076,06/25/2020 04:10:00 AM,GRAND THEFT AUTO,91,"1300 MILLER DR, WEST HOLLYWOOD, CA",-118.377,34.094,1
113548,19231900,03/31/2020 12:19:40 AM,LARCENY THEFT,383,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.091,1
113552,19258526,05/07/2020 06:45:00 PM,NON-AGGRAVATED ASSAULTS,146,"SANTA MONICA BLVD AND LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.09,2
113578,19304883,07/03/2020 11:15:00 AM,SEX OFFENSES MISDEMEANORS,130,"1100 VISTA ST, WEST HOLLYWOOD, CA",-118.351,34.092,2
113584,19304966,07/03/2020 01:07:00 AM,BURGLARY,73,"800 LARRABEE ST, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
113610,19289491,06/14/2020 07:05:00 PM,GRAND THEFT AUTO,91,"1000 HAYVENHURST, WEST HOLLYWOOD, CA",-118.367,34.088,1
113617,19160693,01/12/2020 11:00:00 PM,NARCOTICS,185,"MARTEL AVE AND ROMAINE AVE, WEST HOLLYWOOD, CA",-118.351,34.088,2
113700,19418477,10/22/2020 06:00:00 PM,DISORDERLY CONDUCT,217,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.37,34.09,2
113731,19264894,05/15/2020 10:10:00 PM,VANDALISM,264,"8200 SUNSET BLVD, WEST HOLLYWOOD, CA  90046",-118.368,34.097,2
113892,19241830,04/15/2020 09:50:00 PM,MISDEMEANORS MISCELLANEOUS,391,"1100 LARRABEE ST, WEST HOLLYWOOD, CA",-118.384,34.091,2
113893,19237846,04/09/2020 08:00:00 PM,MISDEMEANORS MISCELLANEOUS,391,"800 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.385,34.086,2
113894,19218985,03/13/2020 10:00:00 AM,MISDEMEANORS MISCELLANEOUS,391,"1300 FAIRFAX AVE, WEST HOLLYWOOD, CA  90046",-118.361,34.094,2
113895,19206594,02/29/2020 12:32:00 PM,MISDEMEANORS MISCELLANEOUS,391,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.369,34.09,2
113896,19200182,02/23/2020 03:20:00 AM,MISDEMEANORS MISCELLANEOUS,391,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.386,34.083,2
113897,19198712,02/21/2020 10:39:00 AM,MISDEMEANORS MISCELLANEOUS,391,"900 N PALM AVE, WEST HOLLYWOOD, CA",-118.383,34.087,2
113899,19194852,02/17/2020 04:00:00 PM,MISDEMEANORS MISCELLANEOUS,391,"9000 BEVERLY BLVD, WEST HOLLYWOOD, CA  90069",-118.389,34.076,2
113909,19177333,01/26/2020 02:15:30 AM,LARCENY THEFT,389,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
113910,19177355,01/06/2020 05:50:00 PM,LARCENY THEFT,389,"1200 N ORANGE GROVE AVE, WEST HOLLYWOOD, CA  90046",-118.36,34.092,1
113913,19178449,01/30/2020 02:15:00 AM,VANDALISM,261,"9100 W SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.391,34.09,2
114032,19262853,05/12/2020 11:50:00 PM,BURGLARY,71,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.38,34.086,1
114054,19292068,06/17/2020 10:15:00 PM,VANDALISM,261,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,2
114055,19288210,06/12/2020 01:15:00 AM,LARCENY THEFT,340,"8500 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.378,34.093,1
114056,19291702,06/10/2020 10:00:00 AM,LARCENY THEFT,387,"900 N FAIRFAX AVE, WEST HOLLYWOOD, CA",-118.361,34.088,1
114098,19181863,02/01/2020 07:45:00 PM,LARCENY THEFT,389,"9000 W SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.388,34.09,1
114197,19292017,06/17/2020 09:00:00 PM,LARCENY THEFT,340,"1100 GARDNER ST, WEST HOLLYWOOD, CA",-118.352,34.092,1
114199,19286927,06/11/2020 01:45:00 PM,LARCENY THEFT,84,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.373,34.09,1
114215,19251510,04/29/2020 06:30:00 AM,VANDALISM,263,"9000 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.387,34.09,2
114271,19175197,01/27/2020 09:30:00 PM,LARCENY THEFT,340,"8400 FOUNTAIN AVE, WEST HOLLYWOOD, CA  90069",-118.376,34.092,1
114281,19186751,02/07/2020 12:00:00 AM,LARCENY THEFT,389,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.084,1
114282,19186752,02/08/2020 05:17:30 AM,LARCENY THEFT,389,"1300 N LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.094,1
114291,19191172,02/12/2020 01:45:00 PM,LARCENY THEFT,389,"1100 LA CIENEGA BLVD, WEST HOLLYWOOD, CA  90069",-118.375,34.09,1
114319,19196521,02/17/2020 01:45:00 AM,VANDALISM,261,"8300 W FOUNTAIN AVE, WEST HOLLYWOOD, CA  90069",-118.372,34.093,2
114361,19445604,12/03/2020 06:25:00 PM,LARCENY THEFT,383,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.371,34.09,1
114374,19263554,05/14/2020 04:50:00 AM,BURGLARY,71,"1200 FLORES ST, WEST HOLLYWOOD, CA  90069",-118.371,34.092,1
114501,19195389,02/16/2020 03:35:00 AM,LARCENY THEFT,389,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
114502,19195396,02/16/2020 03:20:30 AM,VANDALISM,261,"7500 NORTON AVE, WEST HOLLYWOOD, CA  90046",-118.354,34.091,2
114577,19192227,02/13/2020 08:15:00 AM,LARCENY THEFT,384,"1200 LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.093,1
114632,19342245,08/17/2020 09:45:00 AM,NARCOTICS,185,"1200 LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.093,2
114639,19340009,08/13/2020 11:00:00 PM,NARCOTICS,185,"FOUNTAIN AVE AND LA BREA AVE, WEST HOLLYWOOD, CA  90069",-118.344,34.094,2
114640,19370338,09/20/2020 08:28:00 PM,NARCOTICS,183,"1200 HAVENHURST DR, WEST HOLLYWOOD, CA  90048",-118.367,34.092,2
114646,19361806,09/10/2020 01:20:00 AM,NARCOTICS,184,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.363,34.09,2
114710,19264975,05/16/2020 01:33:00 AM,MISDEMEANORS MISCELLANEOUS,399,"SANTA MONICA BLVD AND CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA",-118.365,34.09,2
114711,19274408,05/27/2020 06:40:00 PM,MISDEMEANORS MISCELLANEOUS,399,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.367,34.09,2
114732,19335880,08/09/2020 07:40:00 AM,ROBBERY,37,"1000 WESTMOUNT DR, WEST HOLLYWOOD, CA  90069",-118.378,34.089,1
114914,19309019,07/08/2020 02:30:00 PM,BURGLARY,75,"1200 CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA  90046",-118.366,34.092,1
114946,19323777,07/25/2020 04:15:00 PM,LARCENY THEFT,83,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.344,34.09,1
114973,19329736,08/01/2020 05:52:30 PM,LARCENY THEFT,340,"8400 MELROSE AVE, WEST HOLLYWOOD, CA  90069",-118.375,34.082,1
114975,19329570,07/31/2020 09:00:00 AM,LARCENY THEFT,384,"900 N KINGS RD, WEST HOLLYWOOD, CA",-118.37,34.088,1
114993,19246249,04/21/2020 05:00:00 AM,LARCENY THEFT,384,"1100 HACIENDA PL, WEST HOLLYWOOD, CA  90069",-118.375,34.091,1
114995,19240746,04/14/2020 12:25:00 PM,LARCENY THEFT,383,"1100 LA BREA AVE, WEST HOLLYWOOD, CA",-118.343,34.091,1
114996,19240529,04/14/2020 07:50:00 AM,NON-AGGRAVATED ASSAULTS,144,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.375,34.09,2
115004,19246971,04/21/2020 02:44:00 AM,BURGLARY,72,"8700 WEST KNOLL DR, WEST HOLLYWOOD, CA  90069",-118.38,34.089,1
115009,19243114,04/14/2020 08:00:00 PM,LARCENY THEFT,340,"8600 HOLLOWAY DR, WEST HOLLYWOOD, CA  90069",-118.379,34.09,1
115010,19243789,04/15/2020 04:30:00 AM,LARCENY THEFT,86,"1100 OGDEN DR, WEST HOLLYWOOD, CA  90069",-118.359,34.092,1
115012,19242428,04/13/2020 11:59:30 PM,FORGERY,103,"1100 VISTA ST, WEST HOLLYWOOD, CA  90046",-118.352,34.092,2
115013,19243138,04/17/2020 06:00:00 PM,NON-AGGRAVATED ASSAULTS,144,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,2
115014,19243517,04/17/2020 01:22:30 PM,BURGLARY,77,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.374,34.09,1
115016,19259619,05/09/2020 09:25:00 AM,ROBBERY,42,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.344,34.09,1
115020,19244240,04/18/2020 03:33:00 AM,BURGLARY,72,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.369,34.09,1
115021,19215492,03/09/2020 10:30:00 AM,NON-AGGRAVATED ASSAULTS,144,"900 GARDNER ST, WEST HOLLYWOOD, CA  90046",-118.353,34.087,2
115022,19294868,06/22/2020 06:06:00 AM,DRUNK / ALCOHOL / DRUGS,201,"700 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.383,34.084,2
115023,19295497,06/22/2020 07:18:00 PM,MISDEMEANORS MISCELLANEOUS,399,"SUNSET BLVD AND ALTA VISTA BLVD, LOS ANGELES, CA",-118.347,34.097,2
115024,19245171,04/19/2020 06:30:00 AM,LARCENY THEFT,384,"1200 N GENESEE AVE, WEST HOLLYWOOD, CA",-118.358,34.093,1
115033,19278523,06/01/2020 11:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"7700 W SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.358,34.091,2
115035,19236731,04/08/2020 09:38:00 AM,NON-AGGRAVATED ASSAULTS,144,"800 WEST KNOLL DR, WEST HOLLYWOOD, CA",-118.377,34.084,2
115038,19232049,03/31/2020 04:00:00 PM,NARCOTICS,183,"8700 RANGELY AVE, WEST HOLLYWOOD, CA  90048",-118.383,34.08,2
115039,19243038,04/17/2020 03:12:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
115041,19211784,03/05/2020 05:45:00 PM,NARCOTICS,183,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.351,34.092,2
